0	0	45	90	135	180	225	270	315	360
90	38	31	44	36	31	26	40	60	0
67.5	46	36	35	42	41	47	63	71	67
45	95	97	92	95	96	98	96	97	95
22.5	94	97	93	97	98	98	94	97	93
0	99	99	98	99	99	99	98	98	96
-22.5	99	98	98	99	99	99	98	99	96
-45	84	65	66	86	92	89	72	80	94
-67.5	88	85	84	91	81	80	80	66	86
-90	38	66	75	59	67	60	61	50	37
